year,state,industry,nsva,industry_startups,industry_share,industry_cagr_3y,startup_cagr_3y,economic_strength_score,industry_growth_score,startup_momentum_score,underpenetration_score,industry_presence_score,balanced_opportunity_score,growth_opportunity_score,market entry_opportunity_score,balanced_rank,growth_rank,market entry_rank,opportunity_tier,key_drivers,top_drivers,weakest_dimensions,best_strategy,business_recommendation,ml_growth_probability,ml_high_growth_prediction,ml_growth_category
2025,Andhra Pradesh,Professional & Commercial Services,1441786.0,20.0,0.0287769784172661,5.566719197800074,22.185576696861546,46.15,73.08,100.0,34.55,30.77,56.91,65.18,51.9,4.0,3.0,5.0,High Opportunity,"Startup Momentum, Industry Growth","Startup Momentum, Industry Growth","Industry Presence, Underpenetration",Growth,"Moderate market opportunity with strength in Startup Momentum, Industry Growth. Potential constraints: Industry Presence, Underpenetration.",61.11,1.0,High
2025,Andhra Pradesh,Real Estate,1441786.0,7.0,0.0100719424460431,20.507113208761503,22.185576696861546,46.15,73.08,100.0,51.79,23.08,58.82,67.86,56.31,4.0,2.0,5.0,High Opportunity,"Startup Momentum, Industry Growth","Startup Momentum, Industry Growth","Industry Presence, Economic Strength",Growth,"Moderate market opportunity with strength in Startup Momentum, Industry Growth. Potential constraints: Industry Presence, Economic Strength.",55.68,1.0,Moderate
2025,Andhra Pradesh,Renewable Energy,1441786.0,19.0,0.0273381294964028,23.85623296301709,22.185576696861546,46.15,84.62,100.0,35.41,30.77,59.39,69.39,54.47,4.0,2.0,6.0,High Opportunity,"Startup Momentum, Industry Growth","Startup Momentum, Industry Growth","Industry Presence, Underpenetration",Growth,"Moderate market opportunity with strength in Startup Momentum, Industry Growth. Potential constraints: Industry Presence, Underpenetration.",49.84,0.0,Moderate
2025,Andhra Pradesh,Retail,1441786.0,14.0,0.0201438848920863,51.82944859378311,22.185576696861546,46.15,100.0,100.0,41.2,53.85,68.24,78.24,61.59,1.0,1.0,1.0,High Opportunity,"Industry Growth, Startup Momentum","Industry Growth, Startup Momentum","Underpenetration, Economic Strength",Growth,"Strong market opportunity. Key strengths: Industry Growth, Startup Momentum. Main consideration: Underpenetration, Economic Strength.",45.16,0.0,Moderate
2025,Andhra Pradesh,Robotics,1441786.0,8.0,0.0115107913669064,58.74010519681994,22.185576696861546,41.67,95.83,100.0,49.16,100.0,77.33,82.54,66.42,1.0,1.0,4.0,High Opportunity,"Startup Momentum, Industry Presence","Startup Momentum, Industry Presence","Economic Strength, Underpenetration",Growth,"Strong market opportunity. Key strengths: Startup Momentum, Industry Presence. Main consideration: Economic Strength, Underpenetration.",46.35,0.0,Moderate
2025,Andhra Pradesh,Safety,1441786.0,3.0,0.0043165467625899,44.22495703074083,22.185576696861546,40.0,90.0,100.0,61.78,80.0,74.36,80.86,66.53,1.0,1.0,4.0,High Opportunity,"Startup Momentum, Industry Growth","Startup Momentum, Industry Growth","Economic Strength, Underpenetration",Growth,"Strong market opportunity. Key strengths: Startup Momentum, Industry Growth. Main consideration: Economic Strength, Underpenetration.",58.02,1.0,Moderate
2025,Andhra Pradesh,Security Solutions,1441786.0,6.0,0.0086330935251798,25.99210498948732,22.185576696861546,46.15,92.31,100.0,54.14,53.85,69.29,78.14,63.93,1.0,1.0,2.0,High Opportunity,"Startup Momentum, Industry Growth","Startup Momentum, Industry Growth","Economic Strength, Industry Presence",Growth,"Strong market opportunity. Key strengths: Startup Momentum, Industry Growth. Main consideration: Economic Strength, Industry Presence.",63.4,1.0,High
2025,Andhra Pradesh,Social Impact,1441786.0,3.0,0.0043165467625899,14.471424255333186,22.185576696861546,50.0,53.85,92.86,61.78,35.71,58.84,62.99,57.16,4.0,4.0,4.0,High Opportunity,"Startup Momentum, Underpenetration","Startup Momentum, Underpenetration","Industry Presence, Economic Strength",Growth,"Moderate market opportunity with strength in Startup Momentum, Underpenetration. Potential constraints: Industry Presence, Economic Strength.",67.44,1.0,High
2025,Andhra Pradesh,Social Network,1441786.0,1.0,0.0014388489208633,-20.62994740159002,22.185576696861546,50.0,40.91,100.0,71.73,33.33,59.19,62.0,58.03,5.0,4.0,5.0,Moderate Opportunity,"Startup Momentum, Underpenetration","Startup Momentum, Underpenetration","Industry Presence, Industry Growth",Growth,"Moderate market opportunity with strength in Startup Momentum, Underpenetration. Potential constraints: Industry Presence, Industry Growth.",89.53,1.0,Very High
2025,Andhra Pradesh,Sports,1441786.0,1.0,0.0014388489208633,-20.62994740159002,22.185576696861546,41.67,15.0,100.0,71.73,16.67,49.01,50.43,48.69,9.0,8.0,9.0,Moderate Opportunity,"Startup Momentum, Underpenetration","Startup Momentum, Underpenetration","Industry Growth, Industry Presence",Growth,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Underpenetration; constraints: Industry Growth, Industry Presence.",89.53,1.0,Very High
2025,Andhra Pradesh,Technology Hardware,1441786.0,22.0,0.0316546762589928,40.10196653276936,22.185576696861546,46.15,100.0,100.0,33.24,76.92,71.26,78.96,61.51,1.0,1.0,2.0,High Opportunity,"Industry Growth, Startup Momentum","Industry Growth, Startup Momentum","Underpenetration, Economic Strength",Growth,"Strong market opportunity. Key strengths: Industry Growth, Startup Momentum. Main consideration: Underpenetration, Economic Strength.",40.5,0.0,Moderate
2025,Andhra Pradesh,Telecommunication & Networking,1441786.0,4.0,0.0057553956834532,0.0,22.185576696861546,46.15,76.92,100.0,58.44,53.85,67.07,73.61,62.15,2.0,1.0,4.0,High Opportunity,"Startup Momentum, Industry Growth","Startup Momentum, Industry Growth","Economic Strength, Industry Presence",Growth,"Strong market opportunity. Key strengths: Startup Momentum, Industry Growth. Main consideration: Economic Strength, Industry Presence.",70.77,1.0,High
2025,Andhra Pradesh,Textiles & Apparel,1441786.0,4.0,0.0057553956834532,25.99210498948732,22.185576696861546,46.15,88.46,100.0,58.44,7.69,60.15,73.03,59.84,3.0,1.0,3.0,High Opportunity,"Startup Momentum, Industry Growth","Startup Momentum, Industry Growth","Industry Presence, Economic Strength",Growth,"Moderate market opportunity with strength in Startup Momentum, Industry Growth. Potential constraints: Industry Presence, Economic Strength.",65.64,1.0,High
2025,Andhra Pradesh,Toys and Games,1441786.0,3.0,0.0043165467625899,14.471424255333186,22.185576696861546,41.67,66.67,100.0,61.78,50.0,64.02,69.86,59.37,5.0,2.0,7.0,Moderate Opportunity,"Startup Momentum, Industry Growth","Startup Momentum, Industry Growth","Economic Strength, Industry Presence",Growth,"Moderate market opportunity with strength in Startup Momentum, Industry Growth. Potential constraints: Economic Strength, Industry Presence.",67.44,1.0,High
2025,Andhra Pradesh,Transportation & Storage,1441786.0,8.0,0.0115107913669064,4.551591714942038,22.185576696861546,41.67,83.33,100.0,49.16,58.33,66.5,74.0,59.75,3.0,1.0,6.0,High Opportunity,"Startup Momentum, Industry Growth","Startup Momentum, Industry Growth","Economic Strength, Underpenetration",Growth,"Strong market opportunity. Key strengths: Startup Momentum, Industry Growth. Main consideration: Economic Strength, Underpenetration.",63.02,1.0,High
2025,Andhra Pradesh,Travel & Tourism,1441786.0,9.0,0.0129496402877697,14.471424255333186,22.185576696861546,50.0,57.69,92.86,47.26,28.57,55.28,60.72,52.86,3.0,3.0,4.0,High Opportunity,"Startup Momentum, Industry Growth","Startup Momentum, Industry Growth","Industry Presence, Underpenetration",Growth,"Moderate market opportunity with strength in Startup Momentum, Industry Growth. Potential constraints: Industry Presence, Underpenetration.",59.35,1.0,Moderate
2025,Andhra Pradesh,Waste Management,1441786.0,9.0,0.0129496402877697,44.22495703074083,22.185576696861546,50.0,92.31,92.86,47.26,50.0,66.49,74.97,61.93,2.0,1.0,3.0,High Opportunity,"Startup Momentum, Industry Growth","Startup Momentum, Industry Growth","Underpenetration, Economic Strength",Growth,"Strong market opportunity. Key strengths: Startup Momentum, Industry Growth. Main consideration: Underpenetration, Economic Strength.",47.3,0.0,Moderate
2025,Arunachal Pradesh,Agriculture,40196.0,10.0,0.4,70.99759466766969,40.572110883624866,7.14,100.0,100.0,22.61,100.0,65.95,75.24,48.93,1.0,1.0,6.0,High Opportunity,"Industry Growth, Startup Momentum","Industry Growth, Startup Momentum","Economic Strength, Underpenetration",Growth,"Strong market opportunity. Key strengths: Industry Growth, Startup Momentum. Main consideration: Economic Strength, Underpenetration.",37.63,0.0,Low
2025,Arunachal Pradesh,Art & Photography,40196.0,1.0,0.04,,40.572110883624866,9.09,,100.0,48.53,100.0,,,,,,,Lower Opportunity,"Startup Momentum, Industry Presence","Startup Momentum, Industry Presence","Economic Strength, Underpenetration",Balanced,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Industry Presence; constraints: Economic Strength, Underpenetration.",,,
2025,Arunachal Pradesh,Construction,40196.0,6.0,0.24,44.22495703074083,40.572110883624866,7.14,100.0,100.0,30.94,92.86,66.19,76.19,50.71,1.0,1.0,4.0,High Opportunity,"Industry Growth, Startup Momentum","Industry Growth, Startup Momentum","Economic Strength, Underpenetration",Growth,"Strong market opportunity. Key strengths: Industry Growth, Startup Momentum. Main consideration: Economic Strength, Underpenetration.",44.47,0.0,Moderate
2025,Arunachal Pradesh,Food & Beverages,40196.0,1.0,0.04,,40.572110883624866,7.14,,100.0,48.53,7.14,,,,,,,Lower Opportunity,"Startup Momentum, Underpenetration","Startup Momentum, Underpenetration","Economic Strength, Industry Presence",Balanced,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Underpenetration; constraints: Economic Strength, Industry Presence.",,,
2025,Arunachal Pradesh,Healthcare & Lifesciences,40196.0,2.0,0.08,,40.572110883624866,7.14,,100.0,43.06,35.71,,,,,,,Lower Opportunity,"Startup Momentum, Underpenetration","Startup Momentum, Underpenetration","Economic Strength, Industry Presence",Balanced,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Underpenetration; constraints: Economic Strength, Industry Presence.",,,
2025,Arunachal Pradesh,Logistics,40196.0,1.0,0.04,,40.572110883624866,7.69,,100.0,48.53,100.0,,,,,,,Lower Opportunity,"Startup Momentum, Industry Presence","Startup Momentum, Industry Presence","Economic Strength, Underpenetration",Balanced,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Industry Presence; constraints: Economic Strength, Underpenetration.",,,
2025,Arunachal Pradesh,Pets & Animals,40196.0,1.0,0.04,,40.572110883624866,7.69,,100.0,48.53,100.0,,,,,,,Lower Opportunity,"Startup Momentum, Industry Presence","Startup Momentum, Industry Presence","Economic Strength, Underpenetration",Balanced,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Industry Presence; constraints: Economic Strength, Underpenetration.",,,
2025,Arunachal Pradesh,Social Impact,40196.0,1.0,0.04,,40.572110883624866,7.14,,100.0,48.53,100.0,,,,,,,Lower Opportunity,"Startup Momentum, Industry Presence","Startup Momentum, Industry Presence","Economic Strength, Underpenetration",Balanced,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Industry Presence; constraints: Economic Strength, Underpenetration.",,,
2025,Arunachal Pradesh,Travel & Tourism,40196.0,1.0,0.04,,40.572110883624866,7.14,,100.0,48.53,85.71,,,,,,,Lower Opportunity,"Startup Momentum, Industry Presence","Startup Momentum, Industry Presence","Economic Strength, Underpenetration",Balanced,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Industry Presence; constraints: Economic Strength, Underpenetration.",,,
2025,Arunachal Pradesh,Waste Management,40196.0,1.0,0.04,,40.572110883624866,7.14,,100.0,48.53,100.0,,,,,,,Lower Opportunity,"Startup Momentum, Industry Presence","Startup Momentum, Industry Presence","Economic Strength, Underpenetration",Balanced,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Industry Presence; constraints: Economic Strength, Underpenetration.",,,
2025,Bihar,AI,969815.0,14.0,0.0204081632653061,67.10993116548616,9.256208162890168,30.77,53.85,84.62,32.38,15.38,43.4,51.09,39.72,10.0,6.0,11.0,Moderate Opportunity,"Startup Momentum, Industry Growth","Startup Momentum, Industry Growth","Industry Presence, Economic Strength",Growth,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Industry Growth; constraints: Industry Presence, Economic Strength.",39.01,0.0,Low
2025,Bihar,AR VR (Augmented + Virtual Reality),969815.0,2.0,0.0029154518950437,25.99210498948732,9.256208162890168,20.0,95.0,90.0,57.44,60.0,64.49,75.24,57.23,4.0,2.0,7.0,Moderate Opportunity,"Industry Growth, Startup Momentum","Industry Growth, Startup Momentum","Economic Strength, Underpenetration",Growth,"Moderate market opportunity with strength in Industry Growth, Startup Momentum. Potential constraints: Economic Strength, Underpenetration.",62.65,1.0,High
2025,Bihar,Advertising,969815.0,8.0,0.0116618075801749,58.74010519681994,9.256208162890168,25.0,91.67,91.67,40.34,91.67,68.07,74.74,56.27,1.0,1.0,8.0,High Opportunity,"Industry Growth, Startup Momentum","Industry Growth, Startup Momentum","Economic Strength, Underpenetration",Growth,"Strong market opportunity. Key strengths: Industry Growth, Startup Momentum. Main consideration: Economic Strength, Underpenetration.",46.79,0.0,Moderate
2025,Bihar,Aeronautics Aerospace & Defence,969815.0,1.0,0.0014577259475218,-50.0,9.256208162890168,25.0,8.33,83.33,62.91,8.33,37.58,39.67,37.21,11.0,11.0,11.0,Lower Opportunity,"Startup Momentum, Underpenetration","Startup Momentum, Underpenetration","Industry Growth, Industry Presence",Growth,"Lower relative opportunity under the balanced strategy. Primary strengths: Startup Momentum, Underpenetration; constraints: Industry Growth, Industry Presence.",78.33,1.0,Very High
