year,state,industry,nsva,industry_startups,industry_share,industry_cagr_3y,startup_cagr_3y,economic_strength_score,industry_growth_score,startup_momentum_score,underpenetration_score,industry_presence_score,balanced_opportunity_score,growth_opportunity_score,market entry_opportunity_score,balanced_rank,growth_rank,market entry_rank,opportunity_tier,key_drivers
2025,Tamil Nadu,Airport Operations,2896553.0,1.0,0.0005800464037122,,-1.627674744085328,75.0,,50.0,100.0,75.0,,,,,,,Lower Opportunity,"Underpenetration, Economic Strength"
2025,Maharashtra,Analytics,3821420.0,28.0,0.0063319764812302,20.507113208761503,-2.7780397840896476,100.0,77.78,20.0,63.77,90.0,70.31,63.98,75.69,1.0,4.0,1.0,High Opportunity,"Economic Strength, Industry Presence"
2025,Rajasthan,Analytics,1521722.0,5.0,0.0047664442326024,70.99759466766969,1.8797659731447205,50.0,100.0,60.0,65.26,70.0,69.05,75.05,67.58,2.0,1.0,3.0,High Opportunity,"Industry Growth, Industry Presence"
2025,Tamil Nadu,Analytics,2896553.0,11.0,0.0063805104408352,-2.858721945809062,-1.627674744085328,90.0,44.44,30.0,72.64,100.0,67.42,56.58,70.68,3.0,5.0,2.0,High Opportunity,"Industry Presence, Economic Strength"
2025,Bihar,Analytics,969815.0,4.0,0.0058309037900874,58.74010519681994,9.256208162890168,20.0,88.89,90.0,49.62,80.0,65.7,73.53,55.66,4.0,2.0,5.0,Moderate Opportunity,"Startup Momentum, Industry Growth"
2025,Gujarat,Analytics,2295700.0,9.0,0.0034722222222222,0.0,4.337346049570767,70.0,61.11,70.0,65.81,50.0,63.38,64.05,64.96,5.0,3.0,4.0,Moderate Opportunity,"Economic Strength, Startup Momentum"
2025,Madhya Pradesh,Analytics,1416661.0,3.0,0.0031813361611876,0.0,1.6432287115958566,30.0,61.11,50.0,57.35,30.0,45.69,51.36,46.43,6.0,6.0,8.0,Moderate Opportunity,"Industry Growth, Underpenetration"
2025,Telangana,Analytics,1481185.0,5.0,0.0029779630732578,-20.62994740159002,6.729794326326077,40.0,22.22,80.0,60.61,20.0,44.57,45.9,44.63,7.0,7.0,9.0,Moderate Opportunity,"Startup Momentum, Underpenetration"
2025,West Bengal,Analytics,1662856.0,3.0,0.0033149171270718,-15.65673346982508,-3.3369963801700986,60.0,33.33,10.0,75.62,40.0,43.79,39.29,52.35,8.0,8.0,7.0,Moderate Opportunity,"Underpenetration, Economic Strength"
2025,Karnataka,Analytics,2696034.0,6.0,0.0024125452352231,-24.60525588708462,-1.0626542093374325,80.0,11.11,40.0,77.52,10.0,43.73,38.39,54.48,9.0,9.0,6.0,Lower Opportunity,"Economic Strength, Underpenetration"
2025,Jammu & Kashmir,Analytics,206673.0,1.0,0.0039682539682539,,14.020744690430842,10.0,,100.0,50.7,60.0,,,,,,,Lower Opportunity,"Startup Momentum, Industry Presence"
2025,Telangana,Animation,1481185.0,3.0,0.0017867778439547,14.471424255333186,6.729794326326077,50.0,71.43,87.5,66.35,75.0,70.06,72.65,65.44,1.0,2.0,4.0,High Opportunity,"Startup Momentum, Industry Presence"
2025,Madhya Pradesh,Animation,1416661.0,3.0,0.0031813361611876,44.22495703074083,1.6432287115958566,25.0,100.0,62.5,57.35,100.0,68.97,74.59,60.95,2.0,1.0,5.0,High Opportunity,"Industry Growth, Industry Presence"
2025,Tamil Nadu,Animation,2896553.0,3.0,0.0017401392111368,14.471424255333186,-1.627674744085328,87.5,71.43,25.0,90.05,62.5,67.3,64.26,76.3,3.0,3.0,1.0,Moderate Opportunity,"Underpenetration, Economic Strength"
2025,Karnataka,Animation,2696034.0,3.0,0.0012062726176115,14.471424255333186,-1.0626542093374325,75.0,71.43,37.5,85.17,25.0,58.82,61.41,68.59,4.0,4.0,3.0,Moderate Opportunity,"Underpenetration, Economic Strength"
2025,Andhra Pradesh,Animation,1441786.0,1.0,0.0014388489208633,-20.62994740159002,22.185576696861546,37.5,21.43,100.0,71.73,50.0,56.13,55.6,52.06,5.0,5.0,7.0,Moderate Opportunity,"Startup Momentum, Underpenetration"
2025,Maharashtra,Animation,3821420.0,6.0,0.0013568521031207,-18.294205935675624,-2.7780397840896476,100.0,42.86,12.5,87.34,37.5,56.04,49.34,69.77,6.0,7.0,2.0,Moderate Opportunity,"Economic Strength, Underpenetration"
2025,Gujarat,Animation,2295700.0,1.0,0.0003858024691358,-20.62994740159002,4.337346049570767,62.5,21.43,75.0,90.28,12.5,52.34,51.81,58.87,7.0,6.0,6.0,Lower Opportunity,"Underpenetration, Startup Momentum"
2025,Odisha,Animation,751750.0,1.0,0.0021505376344086,,1.0242117102315706,12.5,,50.0,58.48,87.5,,,,,,,Lower Opportunity,"Industry Presence, Underpenetration"
2025,Gujarat,Architecture Interior Design,2295700.0,16.0,0.0061728395061728,7.166457967424877,4.337346049570767,75.0,75.0,66.67,57.03,58.33,66.41,67.66,67.11,1.0,3.0,2.0,High Opportunity,"Economic Strength, Industry Growth"
2025,Maharashtra,Architecture Interior Design,3821420.0,36.0,0.0081411126187245,6.265856918261115,-2.7780397840896476,100.0,66.67,16.67,61.1,75.0,63.89,57.22,70.83,2.0,6.0,1.0,High Opportunity,"Economic Strength, Industry Presence"
2025,Andhra Pradesh,Architecture Interior Design,1441786.0,2.0,0.0028776978417266,25.99210498948732,22.185576696861546,41.67,87.5,100.0,66.26,8.33,60.75,73.88,60.71,3.0,1.0,3.0,High Opportunity,"Startup Momentum, Industry Growth"
2025,Bihar,Architecture Interior Design,969815.0,3.0,0.0043731778425655,44.22495703074083,9.256208162890168,25.0,100.0,83.33,52.96,41.67,60.59,73.09,55.89,4.0,2.0,7.0,Moderate Opportunity,"Industry Growth, Startup Momentum"
2025,Karnataka,Architecture Interior Design,2696034.0,22.0,0.0088459991958182,-1.4708018867451211,-1.0626542093374325,83.33,25.0,33.33,56.63,100.0,59.66,46.74,60.32,5.0,10.0,5.0,Moderate Opportunity,"Industry Presence, Economic Strength"
2025,Telangana,Architecture Interior Design,1481185.0,12.0,0.0071471113758189,2.9428498400178693,6.729794326326077,50.0,50.0,75.0,47.81,66.67,57.89,57.48,53.51,6.0,5.0,9.0,Moderate Opportunity,"Startup Momentum, Industry Presence"
2025,West Bengal,Architecture Interior Design,1662856.0,8.0,0.0088397790055248,4.551591714942038,-3.3369963801700986,66.67,58.33,8.33,63.0,91.67,57.6,50.93,60.57,7.0,8.0,4.0,Moderate Opportunity,"Industry Presence, Economic Strength"
2025,Odisha,Architecture Interior Design,751750.0,4.0,0.0086021505376344,25.99210498948732,1.0242117102315706,16.67,87.5,41.67,45.18,83.33,54.87,60.08,48.55,8.0,4.0,10.0,Moderate Opportunity,"Industry Growth, Industry Presence"
2025,Rajasthan,Architecture Interior Design,1521722.0,6.0,0.0057197330791229,0.0,1.8797659731447205,58.33,37.5,58.33,63.36,50.0,53.51,51.21,54.84,9.0,7.0,8.0,Moderate Opportunity,"Underpenetration, Economic Strength"
2025,Tamil Nadu,Architecture Interior Design,2896553.0,7.0,0.004060324825986,-11.209599825739936,-1.627674744085328,91.67,16.67,25.0,80.05,25.0,47.68,39.76,59.85,10.0,11.0,6.0,Lower Opportunity,"Economic Strength, Underpenetration"
2025,Tamil Nadu,Art & Photography,2896553.0,9.0,0.0052204176334106,14.471424255333186,-1.627674744085328,90.91,90.0,27.27,75.53,63.64,69.47,68.88,77.02,1.0,2.0,1.0,High Opportunity,"Economic Strength, Industry Growth"
2025,Uttarakhand,Art & Photography,293455.0,2.0,0.0075471698113207,25.99210498948732,3.938861869606192,27.27,100.0,63.64,48.85,90.91,66.13,72.5,58.29,2.0,1.0,6.0,High Opportunity,"Industry Growth, Industry Presence"
2025,Rajasthan,Art & Photography,1521722.0,7.0,0.0066730219256434,5.272659960939663,1.8797659731447205,54.55,70.0,54.55,61.01,81.82,64.38,63.98,62.3,3.0,3.0,4.0,High Opportunity,"Industry Presence, Industry Growth"
2025,Karnataka,Art & Photography,2696034.0,9.0,0.0036188178528347,8.738037300289214,-1.0626542093374325,81.82,80.0,36.36,70.65,45.45,62.86,63.95,69.92,4.0,4.0,2.0,Moderate Opportunity,"Economic Strength, Industry Growth"
2025,Gujarat,Art & Photography,2295700.0,6.0,0.0023148148148148,-9.143970358393016,4.337346049570767,72.73,35.0,72.73,72.68,27.27,56.08,54.97,60.62,5.0,6.0,5.0,Moderate Opportunity,"Economic Strength, Startup Momentum"
2025,Maharashtra,Art & Photography,3821420.0,13.0,0.0029398462234283,-4.658049800559006,-2.7780397840896476,100.0,50.0,18.18,75.58,36.36,56.02,50.8,68.13,6.0,7.0,3.0,Moderate Opportunity,"Economic Strength, Underpenetration"
2025,Jammu & Kashmir,Art & Photography,206673.0,1.0,0.0039682539682539,0.0,14.020744690430842,18.18,60.0,90.91,50.7,54.55,54.87,61.14,47.21,7.0,5.0,9.0,Moderate Opportunity,"Startup Momentum, Industry Growth"
2025,Odisha,Art & Photography,751750.0,3.0,0.0064516129032258,-9.143970358393016,1.0242117102315706,36.36,35.0,45.45,48.53,72.73,47.62,44.23,44.29,8.0,9.0,10.0,Moderate Opportunity,"Industry Presence, Underpenetration"
2025,Telangana,Art & Photography,1481185.0,1.0,0.0005955926146515,-30.663872564936533,6.729794326326077,45.45,20.0,81.82,76.3,9.09,46.53,48.17,49.62,9.0,8.0,7.0,Moderate Opportunity,"Startup Momentum, Underpenetration"
2025,West Bengal,Art & Photography,1662856.0,1.0,0.0011049723756906,-50.0,-3.3369963801700986,63.64,10.0,9.09,85.57,18.18,37.3,31.07,49.49,10.0,10.0,8.0,Lower Opportunity,"Underpenetration, Economic Strength"
2025,Tamil Nadu,Automotive,2896553.0,47.0,0.0272621809744779,-1.37948654429203,-1.627674744085328,91.67,91.67,25.0,53.73,100.0,72.41,68.25,74.45,1.0,2.0,1.0,High Opportunity,"Industry Presence, Economic Strength"
2025,Gujarat,Automotive,2295700.0,62.0,0.0239197530864197,-2.0624464401139964,4.337346049570767,75.0,83.33,75.0,41.07,83.33,71.55,71.96,67.32,2.0,1.0,2.0,High Opportunity,"Industry Growth, Industry Presence"
2025,Maharashtra,Automotive,3821420.0,111.0,0.025101763907734,-6.7746253822345555,-2.7780397840896476,100.0,50.0,16.67,51.15,91.67,61.9,51.06,66.18,3.0,7.0,3.0,High Opportunity,"Economic Strength, Industry Presence"
2025,Telangana,Automotive,1481185.0,36.0,0.0214413341274568,-6.470213835438399,6.729794326326077,50.0,58.33,83.33,32.47,66.67,58.16,59.41,51.41,4.0,5.0,5.0,Moderate Opportunity,"Startup Momentum, Industry Presence"
2025,Odisha,Automotive,751750.0,10.0,0.021505376344086,18.56311014966876,1.0242117102315706,16.67,100.0,41.67,32.56,75.0,53.18,61.1,46.44,5.0,4.0,7.0,Moderate Opportunity,"Industry Growth, Industry Presence"
2025,Bihar,Automotive,969815.0,12.0,0.0174927113702623,-2.6328111832561674,9.256208162890168,25.0,75.0,91.67,34.42,33.33,51.88,61.88,45.33,6.0,3.0,8.0,Moderate Opportunity,"Startup Momentum, Industry Growth"
2025,Karnataka,Automotive,2696034.0,51.0,0.0205066344993968,-13.573346939020537,-1.0626542093374325,83.33,33.33,33.33,47.85,58.33,51.24,43.74,55.19,7.0,9.0,4.0,Moderate Opportunity,"Economic Strength, Industry Presence"
2025,Uttarakhand,Automotive,293455.0,5.0,0.0188679245283018,-5.896397111897144,3.938861869606192,8.33,66.67,66.67,38.63,50.0,46.06,53.56,39.09,8.0,6.0,11.0,Moderate Opportunity,"Industry Growth, Startup Momentum"
2025,Andhra Pradesh,Automotive,1441786.0,8.0,0.0115107913669064,-25.048764643136913,22.185576696861546,41.67,16.67,100.0,49.16,16.67,44.83,46.5,42.25,9.0,8.0,9.0,Moderate Opportunity,"Startup Momentum, Underpenetration"
2025,West Bengal,Automotive,1662856.0,16.0,0.0176795580110497,-12.64195352637011,-3.3369963801700986,66.67,41.67,8.33,52.33,41.67,42.13,37.97,49.03,10.0,10.0,6.0,Lower Opportunity,"Economic Strength, Underpenetration"
2025,Telangana,Biotechnology,1481185.0,16.0,0.0095294818344252,21.14137285547597,6.729794326326077,53.85,90.91,76.92,43.06,76.92,68.33,72.74,62.64,1.0,1.0,4.0,High Opportunity,"Industry Growth, Startup Momentum"
2025,Gujarat,Biotechnology,2295700.0,9.0,0.0034722222222222,14.471424255333186,4.337346049570767,76.92,77.27,69.23,65.81,38.46,65.54,69.05,69.04,2.0,3.0,2.0,High Opportunity,"Industry Growth, Economic Strength"
2025,Andhra Pradesh,Biotechnology,1441786.0,5.0,0.0071942446043165,7.721734501594191,22.185576696861546,46.15,63.64,100.0,56.04,61.54,65.47,69.25,59.54,3.0,2.0,6.0,High Opportunity,"Startup Momentum, Industry Growth"
2025,Maharashtra,Biotechnology,3821420.0,30.0,0.0067842605156037,35.72088082974532,-2.7780397840896476,100.0,100.0,15.38,63.09,46.15,64.93,66.08,75.08,4.0,4.0,1.0,High Opportunity,"Economic Strength, Industry Growth"
2025,Tamil Nadu,Biotechnology,2896553.0,17.0,0.009860788863109,4.260360145884445,-1.627674744085328,92.31,54.55,23.08,65.45,84.62,64.0,55.64,69.0,5.0,6.0,3.0,Moderate Opportunity,"Economic Strength, Industry Presence"
2025,Rajasthan,Biotechnology,1521722.0,3.0,0.0028598665395614,14.471424255333186,1.8797659731447205,61.54,77.27,53.85,71.01,7.69,54.27,61.63,61.37,6.0,5.0,5.0,Moderate Opportunity,"Industry Growth, Underpenetration"
2025,Uttarakhand,Biotechnology,293455.0,3.0,0.0113207547169811,0.0,3.938861869606192,15.38,36.36,61.54,44.37,92.31,49.99,47.75,40.58,7.0,8.0,10.0,Moderate Opportunity,"Industry Presence, Startup Momentum"
2025,Karnataka,Biotechnology,2696034.0,17.0,0.0068355448331322,-8.23534978515731,-1.0626542093374325,84.62,18.18,30.77,60.56,53.85,49.59,40.01,55.65,8.0,10.0,7.0,Moderate Opportunity,"Economic Strength, Underpenetration"
2025,Odisha,Biotechnology,751750.0,7.0,0.0150537634408602,0.0,1.0242117102315706,23.08,36.36,38.46,38.53,100.0,47.29,42.36,39.6,9.0,9.0,11.0,Moderate Opportunity,"Industry Presence, Underpenetration"
2025,Bihar,Biotechnology,969815.0,2.0,0.0029154518950437,0.0,9.256208162890168,30.77,36.36,84.62,57.44,15.38,44.91,49.98,43.74,10.0,7.0,9.0,Moderate Opportunity,"Startup Momentum, Underpenetration"
